_path,ts,ts_delta,peer,gaps,acks,percent_lost,mem,pkts_proc,bytes_recv,pkts_dropped,pkts_link,pkt_lag,events_proc,events_queued,active_tcp_conns,active_udp_conns,active_icmp_conns,tcp_conns,udp_conns,icmp_conns,timers,active_timers,files,active_files,dns_requests,active_dns_requests,reassem_tcp_size,reassem_file_size,reassem_frag_size,reassem_unknown_size,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,geo.orig.country_code,geo.orig.region,geo.orig.city,geo.orig.latitude,geo.orig.longitude,geo.resp.country_code,geo.resp.region,geo.resp.city,geo.resp.latitude,geo.resp.longitude,community_id,uids,client_addr,server_addr,mac,host_name,client_fqdn,domain,requested_addr,assigned_addr,lease_time,client_message,server_message,msg_types,trans_depth,method,host,uri,referrer,version,user_agent,origin,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,tags,username,password,proxied,orig_fuids,orig_filenames,orig_mime_types,resp_fuids,resp_filenames,resp_mime_types,mode,stratum,poll,precision,root_delay,root_disp,ref_id,ref_time,org_time,rec_time,xmt_time,num_exts,fuid,tx_hosts,rx_hosts,conn_uids,source,depth,analyzers,mime_type,filename,is_orig,seen_bytes,total_bytes,missing_bytes,overflow_bytes,timedout,parent_fuid,md5,sha1,sha256,extracted,extracted_cutoff,extracted_size,event_type,src_ip,src_port,dest_ip,dest_port,vlan,app_proto,alert.severity,alert.signature,alert.category,alert.action,alert.signature_id,alert.gid,alert.rev,alert.metadata.signature_severity,alert.metadata.former_category,alert.metadata.attack_target,alert.metadata.deployment,alert.metadata.affected_product,alert.metadata.created_at,alert.metadata.performance_impact,alert.metadata.updated_at,alert.metadata.malware_family,alert.metadata.tag,flow_id,pcap_cnt,tx_id,icmp_code,icmp_type,tunnel.src_ip,tunnel.src_port,tunnel.dest_ip,tunnel.dest_port,tunnel.proto,tunnel.depth,request_type,client,success,error_msg,from,till,cipher,forwardable,renewable,client_cert_subject,client_cert_fuid,server_cert_subject,server_cert_fuid,auth_success,auth_attempts,direction,server,cipher_alg,mac_alg,compression_alg,kex_alg,host_key_alg,host_key,remote_location.country_code,remote_location.region,remote_location.city,remote_location.latitude,remote_location.longitude,hasshVersion,hassh,hasshServer,cshka,hasshAlgorithms,sshka,hasshServerAlgorithms
dns,2023-11-25T09:43:26.66545Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CagSQT1CYVVh3vKlr,fe80::8615:1c35:aa8:3f74,5353,ff02::fb,5353,udp,0,,_ipp._tcp.local,32769,qclass-32769,12,PTR,,,false,false,false,false,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-11-25T09:43:26.664818Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CrxteXhfEuLjNVcWe,192.168.169.1,5353,224.0.0.251,5353,udp,0,,_ipp._tcp.local,32769,qclass-32769,12,PTR,,,false,false,false,false,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-11-25T09:43:18.66004Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CagSQT1CYVVh3vKlr,fe80::8615:1c35:aa8:3f74,5353,ff02::fb,5353,udp,0,,hp laserjet tank mfp 2606sdw (35b7e0)._ipp._tcp.local,1,C_INTERNET,16,TXT,,,false,false,false,false,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-11-25T09:43:18.659543Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CrxteXhfEuLjNVcWe,192.168.169.1,5353,224.0.0.251,5353,udp,0,,hp laserjet tank mfp 2606sdw (35b7e0)._ipp._tcp.local,1,C_INTERNET,16,TXT,,,false,false,false,false,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-11-25T09:43:18.648387Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CagSQT1CYVVh3vKlr,fe80::8615:1c35:aa8:3f74,5353,ff02::fb,5353,udp,0,,hp laserjet tank mfp 2606sdw (35b7e0)._ipp._tcp.local,1,C_INTERNET,33,SRV,,,false,false,false,false,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-11-25T09:43:18.64791Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CrxteXhfEuLjNVcWe,192.168.169.1,5353,224.0.0.251,5353,udp,0,,hp laserjet tank mfp 2606sdw (35b7e0)._ipp._tcp.local,1,C_INTERNET,33,SRV,,,false,false,false,false,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.362105Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5CRBF25GY1JNd47B4,192.168.169.135,36334,192.168.169.130,15003,tcp,,,,,,,,,,,,,,,,,,,3.662ms,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:4T2a34ee9W/6/MF1pTCgkRL7zEk=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.362094Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6KMlV2zTGEjDnaJfj,192.168.169.135,56202,192.168.169.130,1352,tcp,,,,,,,,,,,,,,,,,,,499us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:O58HqzNuYGv3h5fFFjkbLscKJJk=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.362Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CKUrRD33sjfeeOhlFa,192.168.169.135,52174,192.168.169.130,32,tcp,,,,,,,,,,,,,,,,,,,584us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:0V5uv++7HWDhBcT/c/GT9ogFh9M=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361989Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CqSsH51Y7hwZ7ulXdi,192.168.169.135,56108,192.168.169.130,3826,tcp,,,,,,,,,,,,,,,,,,,532us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:f31Z4C1mTyjx/kJ3PZW2O3lAeY8=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361895Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CZPxaj4D3Gfu8elo7f,192.168.169.135,53572,192.168.169.130,2179,tcp,,,,,,,,,,,,,,,,,,,617us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:8A47fZGDCw3JAoLbd5BDUGAsKzE=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361884Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCMFHrUzOWJYSYNz3,192.168.169.135,54860,192.168.169.130,9876,tcp,,,,,,,,,,,,,,,,,,,574us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:GWGAXE25awA6gZ4ZROQMZkf3/Io=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361788Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUuCHJ3bEjEM5i1uu5,192.168.169.135,58976,192.168.169.130,30,tcp,,,,,,,,,,,,,,,,,,,660us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:SQ+Sm/j+9K+CzNtbRR8XP6bKYGg=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361777Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CI3mnbCrMZ5elND3b,192.168.169.135,42740,192.168.169.130,5904,tcp,,,,,,,,,,,,,,,,,,,369us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:rKcp0uBVqpR/wCwG2ppS5U5Ntzo=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361682Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIe12h35TQVIzPOZk5,192.168.169.135,38314,192.168.169.130,9968,tcp,,,,,,,,,,,,,,,,,,,450us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:2tXx7KyTbNCj5pJFnxH4zoF2wm8=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361671Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTqTVi2kQyqn6NWh04,192.168.169.135,56906,192.168.169.130,2100,tcp,,,,,,,,,,,,,,,,,,,385us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:0SANEur+I9GkXt0ob7LXKGgFFRg=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361565Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CbeMaY15a15v48vbL5,192.168.169.135,46368,192.168.169.130,7100,tcp,,,,,,,,,,,,,,,,,,,477us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:jp035as3K2x40HI9c4a7vjZYYkw=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361554Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CQyswYgXCY0a0NL68,192.168.169.135,39212,192.168.169.130,5002,tcp,,,,,,,,,,,,,,,,,,,409us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:bQTNsztEbcCoX4c8ePOmwx40La8=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361458Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CGLsN14wkYSJ0dasSk,192.168.169.135,42032,192.168.169.130,32785,tcp,,,,,,,,,,,,,,,,,,,492us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:nivT9Wbk3Dnm08qpx6KmE83o+Po=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361432Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClDkXC2LAuG8sYC137,192.168.169.135,54502,192.168.169.130,8031,tcp,,,,,,,,,,,,,,,,,,,411us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:kxWgUpJ8NO57hVpVRfgzkvq7JyA=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361347Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C08nBxUNwQNTk8h36,192.168.169.135,40714,192.168.169.130,1137,tcp,,,,,,,,,,,,,,,,,,,483us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:9e82Jy1E6CP6nmdmSQBRuJhDfNc=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361337Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CddZWH2PqBp0m0ASjb,192.168.169.135,60212,192.168.169.130,987,tcp,,,,,,,,,,,,,,,,,,,414us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:5ggYQ8M8B8CrU8oNgeKe478rKQo=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361249Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CW7qoriKIdMIxcur8,192.168.169.135,46694,192.168.169.130,9009,tcp,,,,,,,,,,,,,,,,,,,488us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:bGYSQZZ8+ImEkbWfVe/KaLJCz7I=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361239Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cf0UFc3L1xz8ca9LH4,192.168.169.135,49614,192.168.169.130,10180,tcp,,,,,,,,,,,,,,,,,,,419us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:uG/WDVfC7vChqit90cidDLXr5Nk=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361063Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5v5iqlw4rlZE7cQ6,192.168.169.135,56294,192.168.169.130,13456,tcp,,,,,,,,,,,,,,,,,,,582us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:a3BC3oJTu3WYGb85t3XylmU+KW8=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conn,2023-11-25T09:43:18.361055Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CJfJe716UddXuOg0gb,192.168.169.135,33112,192.168.169.130,63331,tcp,,,,,,,,,,,,,,,,,,,507us,0,0,REJ,,,0,Sr,1,60,1,40,,,,,,,,,,,,1:X1/FAmvF8/q22qIR8bYZ6/cekkA=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
